Pair_Name,Ligand_ApprovedSymbol,Ligand_Name,Receptor_ApprovedSymbol,Receptor_Name,DLRP,HPMR,IUPHAR,HPRD,STRING_binding,STRING_experiment,HPMR_Ligand,HPMR_Receptor,PMID_Manual,Pair_Source,Pair_Evidence
EGF_ERBB4,Egf,"epidermal growth factor",Erbb4,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",,,,,STRING.binding,STRING.experiment,EGF,ERBB4,"9305636",novel,literature supported
EPGN_EGFR,Epgn,"epithelial mitogen",Egfr,"epidermal growth factor receptor",,,IUPHAR,,,,,EGFR,"",known,literature supported
EPO_EPOR,Epo,"erythropoietin",Epor,"erythropoietin receptor",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,EPO,EPOR,"",known,literature supported
EREG_EGFR,Ereg,"epiregulin",Egfr,"epidermal growth factor receptor",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,,EREG,EGFR,"",known,literature supported
EREG_ERBB4,Ereg,"epiregulin",Erbb4,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",DLRP,,IUPHAR,HPRD,STRING.binding,,EREG,ERBB4,"",known,literature supported
F10_F3,F10,"coagulation factor X",F3,"coagulation factor III (thromboplastin, tissue factor)",,,,HPRD,STRING.binding,STRING.experiment,,F3,"",novel,literature supported
F11_GP1BA,F11,"coagulation factor XI",Gp1ba,"glycoprotein Ib (platelet), alpha polypeptide",,,,HPRD,,,,,"",novel,literature supported
F12_CD93,F12,"coagulation factor XII (Hageman factor)",Cd93,"CD93 molecule",,,,HPRD,,,,CD93,"",novel,literature supported
F12_GP1BA,F12,"coagulation factor XII (Hageman factor)",Gp1ba,"glycoprotein Ib (platelet), alpha polypeptide",,,,HPRD,,,,,"",novel,literature supported
F13A1_ITGA4,F13a1,"coagulation factor XIII, A1 polypeptide",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,STRING.binding,,F13A1,ITGA4,"10816592",novel,literature supported
F13A1_ITGA9,F13a1,"coagulation factor XIII, A1 polypeptide",Itga9,"integrin, alpha 9",,,,,STRING.binding,,F13A1,ITGA9,"10816592",novel,literature supported
F13A1_ITGB1,F13a1,"coagulation factor XIII, A1 polypeptide",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,F13A1,ITGB1,"10816592",novel,literature supported
F2_F2R,F2,"coagulation factor II (thrombin)",F2r,"coagulation factor II (thrombin) receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,F2,F2R,"",known,literature supported
F2_F2RL1,F2,"coagulation factor II (thrombin)",F2rl1,"coagulation factor II (thrombin) receptor-like 1",,HPMR,,HPRD,STRING.binding,,F2,F2RL1,"",known,literature supported
F2_F2RL2,F2,"coagulation factor II (thrombin)",F2rl2,"coagulation factor II (thrombin) receptor-like 2",,HPMR,,HPRD,STRING.binding,,F2,F2RL2,"",known,literature supported
F2_F2RL3,F2,"coagulation factor II (thrombin)",F2rl3,"coagulation factor II (thrombin) receptor-like 3",,HPMR,,HPRD,STRING.binding,,F2,F2RL3,"",known,literature supported
F2_GP1BA,F2,"coagulation factor II (thrombin)",Gp1ba,"glycoprotein Ib (platelet), alpha polypeptide",,,,HPRD,STRING.binding,STRING.experiment,F2,,"",novel,literature supported
F2_GP9,F2,"coagulation factor II (thrombin)",Gp9,"glycoprotein IX (platelet)",,,,,STRING.binding,,F2,,"2207326",novel,literature supported
F2_ITGA2B,F2,"coagulation factor II (thrombin)",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,HPRD,,,F2,ITGA2B,"",novel,literature supported
F2_THBD,F2,"coagulation factor II (thrombin)",Thbd,"thrombomodulin",,,,HPRD,STRING.binding,STRING.experiment,F2,THBD,"",novel,literature supported
F7_F3,F7,"coagulation factor VII (serum prothrombin conversion accelerator)",F3,"coagulation factor III (thromboplastin, tissue factor)",,HPMR,,HPRD,STRING.binding,STRING.experiment,F7,F3,"",known,literature supported
F8_ASGR2,F8,"coagulation factor VIII, procoagulant component",Asgr2,"asialoglycoprotein receptor 2",,,,HPRD,,,F8,ASGR2,"",novel,literature supported
F8_LDLR,F8,"coagulation factor VIII, procoagulant component",Ldlr,"low density lipoprotein receptor",,,,,STRING.binding,,F8,LDLR,"15840700",novel,literature supported
F8_LRP1,F8,"coagulation factor VIII, procoagulant component",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,F8,LRP1,"",known,literature supported
F9_LRP1,F9,"coagulation factor IX",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,F9,LRP1,"",known,literature supported
FASLG_FAS,Fasl,"Fas ligand (TNF superfamily, member 6)",Fas,"Fas cell surface death receptor",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,FASLG,FAS,"",known,literature supported
FAT4_DCHS1,Fat4,"FAT atypical cadherin 4",Dchs1,"dachsous cadherin-related 1",,,,,STRING.binding,,,,"24056717, 21303848",novel,literature supported
FBLN1_ITGB1,Fbln1,"fibulin 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,HPRD,,,,ITGB1,"",novel,literature supported
FBLN2_ITGB3,Fbln2,"fibulin 2",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,HPRD,,,,ITGB3,"",novel,literature supported
FBN1_ITGA5,Fbn1,"fibrillin 1",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,STRING.binding,,,ITGA5,"20686071",novel,literature supported
FBN1_ITGAV,Fbn1,"fibrillin 1",Itgav,"integrin, alpha V",,,,,STRING.binding,,,ITGAV,"20686071",novel,literature supported
FBN1_ITGB1,Fbn1,"fibrillin 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,,ITGB1,"20686071",novel,literature supported
FBN1_ITGB3,Fbn1,"fibrillin 1",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,,,"20686071",novel,literature supported
FGA_CDH5,Fga,"fibrinogen alpha chain",Cdh5,"cadherin 5, type 2 (vascular endothelium)",,,,HPRD,,,FGA,,"",novel,literature supported
FGA_ITGA2B,Fga,"fibrinogen alpha chain",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,HPRD,STRING.binding,,FGA,ITGA2B,"",novel,literature supported
FGA_ITGA5,Fga,"fibrinogen alpha chain",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,STRING.binding,,FGA,ITGA5,"15031111",novel,literature supported
FGA_ITGAM,Fga,"fibrinogen alpha chain",Itgam,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,STRING.binding,,FGA,ITGAM,"16601240",novel,literature supported
FGA_ITGAV,Fga,"fibrinogen alpha chain",Itgav,"integrin, alpha V",,,,,STRING.binding,,FGA,ITGAV,"15031111",novel,literature supported
FGA_ITGAX,Fga,"fibrinogen alpha chain",Itgax,"integrin, alpha X (complement component 3 receptor 4 subunit)",,HPMR,,,STRING.binding,,FGA,ITGAX,"",known,literature supported
FGA_ITGB1,Fga,"fibrinogen alpha chain",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,FGA,ITGB1,"15031111",novel,literature supported
FGA_ITGB2,Fga,"fibrinogen alpha chain",Itgb2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,HPMR,,,STRING.binding,,FGA,ITGB2,"",known,literature supported
FGA_ITGB3,Fga,"fibrinogen alpha chain",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,HPRD,,,FGA,ITGB3,"",novel,literature supported
FGB_ITGA2B,Fgb,"fibrinogen beta chain",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,,,,,,"2018974",novel,literature supported
FGB_ITGA5,Fgb,"fibrinogen beta chain",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,,,"15031111",novel,literature supported
FGB_ITGAM,Fgb,"fibrinogen beta chain",Itgam,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,,,,,"16601240",novel,literature supported
FGB_ITGAV,Fgb,"fibrinogen beta chain",Itgav,"integrin, alpha V",,,,,,,,,"15031111",novel,literature supported
FGB_ITGB1,Fgb,"fibrinogen beta chain",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,"15031111",novel,literature supported
FGB_ITGB2,Fgb,"fibrinogen beta chain",Itgb2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,,,"16601240",novel,literature supported
FGF10_FGFR2,Fgf10,"fibroblast growth factor 10",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF10,FGFR2,"",known,literature supported
FGF13_SCN5A,Fgf13,"fibroblast growth factor 13",Scn5a,"sodium channel, voltage-gated, type V, alpha subunit",,,,,,,,,"21817159",novel,literature supported
FGF13_SCN8A,Fgf13,"fibroblast growth factor 13",Scn8a,"sodium channel, voltage gated, type VIII, alpha subunit",,,,HPRD,,,FGF13,,"",novel,literature supported
FGF16_FGFR2,Fgf16,"fibroblast growth factor 16",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,,,,FGF16,FGFR2,"16597617",known,literature supported
FGF16_FGFR3,Fgf16,"fibroblast growth factor 16",Fgfr3,"fibroblast growth factor receptor 3",DLRP,,,,,,FGF16,FGFR3,"16597617",known,literature supported
FGF16_FGFR4,Fgf16,"fibroblast growth factor 16",Fgfr4,"fibroblast growth factor receptor 4",DLRP,,,,,,FGF16,FGFR4,"16597617",known,literature supported
FGF17_FGFR1,Fgf17,"fibroblast growth factor 17",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,HPRD,,,FGF17,FGFR1,"",known,literature supported
FGF17_FGFR2,Fgf17,"fibroblast growth factor 17",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,HPRD,,,FGF17,FGFR2,"",known,literature supported
FGF17_FGFR3,Fgf17,"fibroblast growth factor 17",Fgfr3,"fibroblast growth factor receptor 3",DLRP,,,HPRD,,,FGF17,FGFR3,"",known,literature supported
FGF17_FGFR4,Fgf17,"fibroblast growth factor 17",Fgfr4,"fibroblast growth factor receptor 4",DLRP,,,HPRD,,,FGF17,FGFR4,"",known,literature supported
FGF18_FGFR1,Fgf18,"fibroblast growth factor 18",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,HPRD,,,FGF18,FGFR1,"",known,literature supported
FGF18_FGFR2,Fgf18,"fibroblast growth factor 18",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,HPRD,,,FGF18,FGFR2,"",known,literature supported
FGF18_FGFR3,Fgf18,"fibroblast growth factor 18",Fgfr3,"fibroblast growth factor receptor 3",DLRP,HPMR,,HPRD,,,FGF18,FGFR3,"",known,literature supported
FGF18_FGFR4,Fgf18,"fibroblast growth factor 18",Fgfr4,"fibroblast growth factor receptor 4",DLRP,,,HPRD,STRING.binding,,FGF18,FGFR4,"",known,literature supported
FGF19_FGFR1,Fgf15,"fibroblast growth factor 19",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,,,,FGF19,FGFR1,"16597617",known,literature supported
FGF19_FGFR2,Fgf15,"fibroblast growth factor 19",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,,,,FGF19,FGFR2,"16597617",known,literature supported
FGF19_FGFR3,Fgf15,"fibroblast growth factor 19",Fgfr3,"fibroblast growth factor receptor 3",DLRP,,,,,,FGF19,FGFR3,"16597617",known,literature supported
FGF19_FGFR4,Fgf15,"fibroblast growth factor 19",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,STRING.binding,,FGF19,FGFR4,"",known,literature supported
FGF19_KLB,Fgf15,"fibroblast growth factor 19",Klb,"klotho beta",,,,,,,,,"22442730",novel,literature supported
FGF1_FGFR1,Fgf1,"fibroblast growth factor 1 (acidic)",Fgfr1,"fibroblast growth factor receptor 1",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF1,FGFR1,"",known,literature supported
FGF1_FGFR2,Fgf1,"fibroblast growth factor 1 (acidic)",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,HPRD,STRING.binding,STRING.experiment,FGF1,FGFR2,"",known,literature supported
FGF1_FGFR3,Fgf1,"fibroblast growth factor 1 (acidic)",Fgfr3,"fibroblast growth factor receptor 3",DLRP,,,HPRD,STRING.binding,STRING.experiment,FGF1,FGFR3,"",known,literature supported
FGF1_FGFR4,Fgf1,"fibroblast growth factor 1 (acidic)",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF1,FGFR4,"",known,literature supported
FGF1_NRP1,Fgf1,"fibroblast growth factor 1 (acidic)",Nrp1,"neuropilin 1",,,,HPRD,,,FGF1,NRP1,"",novel,literature supported
FGF20_FGFR4,Fgf20,"fibroblast growth factor 20",Fgfr4,"fibroblast growth factor receptor 4",,,,,STRING.binding,,FGF20,FGFR4,"15621532",novel,literature supported
FGF21_FGFR4,Fgf21,"fibroblast growth factor 21",Fgfr4,"fibroblast growth factor receptor 4",,,,,STRING.binding,,FGF21,FGFR4,"22442730",novel,literature supported
FGF22_FGFR2,Fgf22,"fibroblast growth factor 22",Fgfr2,"fibroblast growth factor receptor 2",,HPMR,,,,,FGF22,FGFR2,"",known,literature supported
FGF23_FGFR1,Fgf23,"fibroblast growth factor 23",Fgfr1,"fibroblast growth factor receptor 1",,HPMR,,,,STRING.experiment,FGF23,FGFR1,"",known,literature supported
FGF23_FGFR2,Fgf23,"fibroblast growth factor 23",Fgfr2,"fibroblast growth factor receptor 2",,HPMR,,HPRD,,,FGF23,FGFR2,"",known,literature supported
FGF23_FGFR3,Fgf23,"fibroblast growth factor 23",Fgfr3,"fibroblast growth factor receptor 3",,,,HPRD,,,FGF23,FGFR3,"",novel,literature supported
FGF23_FGFR4,Fgf23,"fibroblast growth factor 23",Fgfr4,"fibroblast growth factor receptor 4",,HPMR,,,STRING.binding,,FGF23,FGFR4,"",known,literature supported
FGF23_PHEX,Fgf23,"fibroblast growth factor 23",Phex,"phosphate regulating endopeptidase homolog, X-linked",,,,HPRD,STRING.binding,,FGF23,,"",novel,literature supported
FGF2_CD44,Fgf2,"fibroblast growth factor 2 (basic)",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,,,FGF2,CD44,"",novel,literature supported
FGF2_FGFR1,Fgf2,"fibroblast growth factor 2 (basic)",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,HPRD,STRING.binding,STRING.experiment,FGF2,FGFR1,"",known,literature supported
FGF2_FGFR2,Fgf2,"fibroblast growth factor 2 (basic)",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,,STRING.binding,STRING.experiment,FGF2,FGFR2,"",known,literature supported
FGF2_FGFR3,Fgf2,"fibroblast growth factor 2 (basic)",Fgfr3,"fibroblast growth factor receptor 3",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF2,FGFR3,"",known,literature supported
FGF2_FGFR4,Fgf2,"fibroblast growth factor 2 (basic)",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF2,FGFR4,"",known,literature supported
FGF2_FGFRL1,Fgf2,"fibroblast growth factor 2 (basic)",Fgfrl1,"fibroblast growth factor receptor-like 1",,,,HPRD,,,FGF2,FGFRL1,"",novel,literature supported
FGF2_GPC4,Fgf2,"fibroblast growth factor 2 (basic)",Gpc4,"glypican 4",,,,HPRD,,,FGF2,,"",novel,literature supported
FGF2_NRP1,Fgf2,"fibroblast growth factor 2 (basic)",Nrp1,"neuropilin 1",,,,HPRD,,,FGF2,NRP1,"",novel,literature supported
FGF2_SDC1,Fgf2,"fibroblast growth factor 2 (basic)",Sdc1,"syndecan 1",,,,HPRD,STRING.binding,,FGF2,SDC1,"",novel,literature supported
FGF2_SDC2,Fgf2,"fibroblast growth factor 2 (basic)",Sdc2,"syndecan 2",,HPMR,,HPRD,STRING.binding,,FGF2,SDC2,"",known,literature supported
FGF2_SDC3,Fgf2,"fibroblast growth factor 2 (basic)",Sdc3,"syndecan 3",,,,HPRD,STRING.binding,STRING.experiment,FGF2,SDC3,"",novel,literature supported
FGF2_SDC4,Fgf2,"fibroblast growth factor 2 (basic)",Sdc4,"syndecan 4",,HPMR,,,,,FGF2,SDC4,"",known,literature supported
FGF3_FGFR1,Fgf3,"fibroblast growth factor 3",Fgfr1,"fibroblast growth factor receptor 1",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF3,FGFR1,"",known,literature supported
FGF3_FGFR2,Fgf3,"fibroblast growth factor 3",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,,STRING.experiment,FGF3,FGFR2,"",known,literature supported
FGF3_FGFR3,Fgf3,"fibroblast growth factor 3",Fgfr3,"fibroblast growth factor receptor 3",,,,HPRD,,STRING.experiment,FGF3,FGFR3,"",novel,literature supported
FGF3_FGFR4,Fgf3,"fibroblast growth factor 3",Fgfr4,"fibroblast growth factor receptor 4",,,,HPRD,,STRING.experiment,FGF3,FGFR4,"",novel,literature supported
FGF4_FGFR1,Fgf4,"fibroblast growth factor 4",Fgfr1,"fibroblast growth factor receptor 1",DLRP,HPMR,,HPRD,,,FGF4,FGFR1,"",known,literature supported
FGF4_FGFR2,Fgf4,"fibroblast growth factor 4",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF4,FGFR2,"",known,literature supported
FGF4_FGFR3,Fgf4,"fibroblast growth factor 4",Fgfr3,"fibroblast growth factor receptor 3",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF4,FGFR3,"",known,literature supported
FGF4_FGFR4,Fgf4,"fibroblast growth factor 4",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF4,FGFR4,"",known,literature supported
FGF4_NRP1,Fgf4,"fibroblast growth factor 4",Nrp1,"neuropilin 1",,,,HPRD,,,FGF4,NRP1,"",novel,literature supported
FGF5_FGFR1,Fgf5,"fibroblast growth factor 5",Fgfr1,"fibroblast growth factor receptor 1",DLRP,HPMR,,HPRD,,,FGF5,FGFR1,"",known,literature supported
FGF5_FGFR2,Fgf5,"fibroblast growth factor 5",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,,,FGF5,FGFR2,"",known,literature supported
FGF5_FGFR3,Fgf5,"fibroblast growth factor 5",Fgfr3,"fibroblast growth factor receptor 3",DLRP,,,HPRD,,STRING.experiment,FGF5,FGFR3,"",known,literature supported
FGF5_FGFR4,Fgf5,"fibroblast growth factor 5",Fgfr4,"fibroblast growth factor receptor 4",,HPMR,,HPRD,,STRING.experiment,FGF5,FGFR4,"",known,literature supported
FGF6_FGFR1,Fgf6,"fibroblast growth factor 6",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,HPRD,STRING.binding,STRING.experiment,FGF6,FGFR1,"",known,literature supported
FGF6_FGFR2,Fgf6,"fibroblast growth factor 6",Fgfr2,"fibroblast growth factor receptor 2",DLRP,,,HPRD,,STRING.experiment,FGF6,FGFR2,"",known,literature supported
FGF6_FGFR3,Fgf6,"fibroblast growth factor 6",Fgfr3,"fibroblast growth factor receptor 3",,,,HPRD,,STRING.experiment,FGF6,FGFR3,"",novel,literature supported
FGF6_FGFR4,Fgf6,"fibroblast growth factor 6",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,STRING.binding,,FGF6,FGFR4,"",known,literature supported
FGF7_FGFR1,Fgf7,"fibroblast growth factor 7",Fgfr1,"fibroblast growth factor receptor 1",,,,HPRD,,STRING.experiment,FGF7,FGFR1,"",novel,literature supported
FGF7_FGFR2,Fgf7,"fibroblast growth factor 7",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF7,FGFR2,"",known,literature supported
FGF7_FGFR3,Fgf7,"fibroblast growth factor 7",Fgfr3,"fibroblast growth factor receptor 3",,,,HPRD,STRING.binding,STRING.experiment,FGF7,FGFR3,"",novel,literature supported
FGF7_FGFR4,Fgf7,"fibroblast growth factor 7",Fgfr4,"fibroblast growth factor receptor 4",,,,HPRD,,,FGF7,FGFR4,"",novel,literature supported
FGF7_NRP1,Fgf7,"fibroblast growth factor 7",Nrp1,"neuropilin 1",,,,HPRD,,,FGF7,NRP1,"",novel,literature supported
FGF8_FGFR1,Fgf8,"fibroblast growth factor 8 (androgen-induced)",Fgfr1,"fibroblast growth factor receptor 1",,HPMR,,HPRD,,STRING.experiment,FGF8,FGFR1,"",known,literature supported
FGF8_FGFR2,Fgf8,"fibroblast growth factor 8 (androgen-induced)",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,,STRING.experiment,FGF8,FGFR2,"",known,literature supported
FGF8_FGFR3,Fgf8,"fibroblast growth factor 8 (androgen-induced)",Fgfr3,"fibroblast growth factor receptor 3",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF8,FGFR3,"",known,literature supported
FGF8_FGFR4,Fgf8,"fibroblast growth factor 8 (androgen-induced)",Fgfr4,"fibroblast growth factor receptor 4",DLRP,HPMR,,HPRD,,,FGF8,FGFR4,"",known,literature supported
FGF9_FGFR1,Fgf9,"fibroblast growth factor 9",Fgfr1,"fibroblast growth factor receptor 1",DLRP,,,HPRD,,,FGF9,FGFR1,"",known,literature supported
FGF9_FGFR2,Fgf9,"fibroblast growth factor 9",Fgfr2,"fibroblast growth factor receptor 2",DLRP,HPMR,,HPRD,,STRING.experiment,FGF9,FGFR2,"",known,literature supported
FGF9_FGFR3,Fgf9,"fibroblast growth factor 9",Fgfr3,"fibroblast growth factor receptor 3",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,FGF9,FGFR3,"",known,literature supported
FGF9_FGFR4,Fgf9,"fibroblast growth factor 9",Fgfr4,"fibroblast growth factor receptor 4",DLRP,,,HPRD,STRING.binding,STRING.experiment,FGF9,FGFR4,"",known,literature supported
FGG_ITGA2B,Fgg,"fibrinogen gamma chain",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,,,,,,"2018974",novel,literature supported
FGG_ITGA5,Fgg,"fibrinogen gamma chain",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,,,"15031111",novel,literature supported
FGG_ITGAV,Fgg,"fibrinogen gamma chain",Itgav,"integrin, alpha V",,,,,,,,,"15031111",novel,literature supported
FGG_ITGB1,Fgg,"fibrinogen gamma chain",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,"15031111",novel,literature supported
FGG_ITGB2,Fgg,"fibrinogen gamma chain",Itgb2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,,,"16601240",novel,literature supported
FGL1_EGFR,Fgl1,"fibrinogen-like 1",Egfr,"epidermal growth factor receptor",,,,,,,,,"24768768",novel,literature supported
FLT3LG_FLT3,Flt3l,"fms-related tyrosine kinase 3 ligand",Flt3,"fms-related tyrosine kinase 3",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,FLT3LG,FLT3,"",known,literature supported
FN1_CD44,Fn1,"fibronectin 1",Cd44,"CD44 molecule (Indian blood group)",,,,,STRING.binding,,FN1,CD44,"1730778",novel,literature supported
FN1_COL13A1,Fn1,"fibronectin 1",Col13a1,"collagen, type XIII, alpha 1",,,,HPRD,,,FN1,,"",novel,literature supported
FN1_ITGA2,Fn1,"fibronectin 1",Itga2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,HPMR,,,STRING.binding,,FN1,ITGA2,"",known,literature supported
FN1_ITGA2B,Fn1,"fibronectin 1",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,HPMR,,,STRING.binding,,FN1,ITGA2B,"",known,literature supported
FN1_ITGA3,Fn1,"fibronectin 1",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,HPRD,,,FN1,ITGA3,"",novel,literature supported
FN1_ITGA4,Fn1,"fibronectin 1",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,HPMR,,HPRD,STRING.binding,,FN1,ITGA4,"",known,literature supported
FN1_ITGA5,Fn1,"fibronectin 1",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,HPMR,,HPRD,STRING.binding,STRING.experiment,FN1,ITGA5,"",known,literature supported
FN1_ITGA8,Fn1,"fibronectin 1",Itga8,"integrin, alpha 8",,HPMR,,HPRD,STRING.binding,,FN1,ITGA8,"",known,literature supported
FN1_ITGA9,Fn1,"fibronectin 1",Itga9,"integrin, alpha 9",,,,,STRING.binding,,FN1,ITGA9,"11839764",novel,literature supported
FN1_ITGAV,Fn1,"fibronectin 1",Itgav,"integrin, alpha V",,,,,STRING.binding,,FN1,ITGAV,"23154389",novel,literature supported
FN1_ITGB1,Fn1,"fibronectin 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,HPRD,STRING.binding,STRING.experiment,FN1,ITGB1,"",known,literature supported
FN1_ITGB3,Fn1,"fibronectin 1",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,HPMR,,HPRD,,,FN1,ITGB3,"",known,literature supported
